date,ticker,action,price,quantity,commission,cash,portfolio_value
1205,LEVI,BUY,18.09,1,0.009045000000000001,99983.17366000001,99999.55366000002
1205,MHK,SELL,119.44,1,0.05972,100102.55394000001,100003.92394000002
1206,LEVI,SELL,18.22,1,0.00911,100120.76483000001,100005.75483000002
1206,MHK,BUY,118.44,1,0.05922,100002.26561000002,100002.26561000002
1207,LEVI,BUY,18.67,1,0.009335000000000001,99983.58627500002,99999.96627500003
1207,MHK,SELL,118.0,1,0.059000000000000004,100101.52727500003,100002.89727500004
1208,LEVI,SELL,18.39,1,0.009195,100119.90808000002,100004.89808000003
1208,MHK,BUY,115.9,1,0.05795,100003.95013000003,100003.95013000003
1209,LEVI,BUY,18.91,1,0.009455,99985.03067500003,100001.41067500004
1209,MHK,SELL,115.41,1,0.057705,100100.38297000004,100001.75297000005
1210,LEVI,SELL,18.15,1,0.009075,100118.52389500003,100003.51389500004
1210,MHK,BUY,118.77,1,0.059385,99999.69451000003,99999.69451000003
1211,LEVI,BUY,17.77,1,0.008885,99981.91562500002,99998.29562500003
1211,MHK,SELL,118.67,1,0.059335,100100.52629000002,100001.89629000003
1212,LEVI,SELL,17.49,1,0.008745,100118.00754500003,100002.99754500003
1212,MHK,BUY,116.46,1,0.05823,100001.48931500003,100001.48931500003
1213,LEVI,BUY,17.97,1,0.008985,99983.51033000003,99999.89033000004
1213,MHK,SELL,117.59,1,0.058795,100101.04153500004,100002.41153500005
1214,LEVI,SELL,17.23,1,0.008615000000000001,100118.26292000004,100003.25292000004
1214,MHK,BUY,116.3,1,0.05815,100001.90477000004,100001.90477000004
1215,LEVI,BUY,16.55,1,0.008275000000000001,99985.34649500003,100001.72649500004
1215,MHK,SELL,112.98,1,0.056490000000000005,100098.27000500003,99999.64000500004
1216,LEVI,SELL,16.66,1,0.00833,100114.92167500003,99999.91167500004
1216,MHK,BUY,117.01,1,0.058505,99997.85317000003,99997.85317000003
